"Notes"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	"Census Region"	"Census Region Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	% of Total Deaths
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 1: Northeast"	"CENS-R1"	161	19841186	0.81	0.69	0.94	0.52	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 2: Midwest"	"CENS-R2"	120	26808650	0.45	0.37	0.53	0.34	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 3: South"	"CENS-R3"	134	35461598	0.38	0.31	0.44	0.27	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 4: West"	"CENS-R4"	104	19588578	0.53	0.43	0.63	0.40	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	"Census Region 1: Northeast"	"CENS-R1"	195	19841186	0.98	0.84	1.12	0.56	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	"Census Region 2: Midwest"	"CENS-R2"	248	26808650	0.93	0.81	1.04	0.57	0.01%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	"Census Region 3: South"	"CENS-R3"	306	35461598	0.86	0.77	0.96	0.56	0.01%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	"Census Region 4: West"	"CENS-R4"	130	19588578	0.66	0.55	0.78	0.42	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Tuberculosis of lung, without mention of bacteriological or histological confirmation"	"A16.2"	"Census Region 3: South"	"CENS-R3"	10	35461598	Unreliable	0.01	0.05	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"	"A16.9"	"Census Region 1: Northeast"	"CENS-R1"	11	19841186	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"	"A16.9"	"Census Region 3: South"	"CENS-R3"	12	35461598	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 1: Northeast"	"CENS-R1"	11	19841186	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 2: Midwest"	"CENS-R2"	21	26808650	0.08	0.05	0.12	0.05	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 3: South"	"CENS-R3"	45	35461598	0.13	0.09	0.17	0.08	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 4: West"	"CENS-R4"	20	19588578	0.10	0.06	0.16	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to streptococcus, group D"	"A40.2"	"Census Region 2: Midwest"	"CENS-R2"	13	26808650	Unreliable	0.03	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to streptococcus, group D"	"A40.2"	"Census Region 3: South"	"CENS-R3"	21	35461598	0.06	0.04	0.09	0.04	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	"Census Region 1: Northeast"	"CENS-R1"	10	19841186	Unreliable	0.02	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	"Census Region 2: Midwest"	"CENS-R2"	15	26808650	Unreliable	0.03	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	"Census Region 3: South"	"CENS-R3"	22	35461598	0.06	0.04	0.09	0.04	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	"Census Region 4: West"	"CENS-R4"	14	19588578	Unreliable	0.04	0.12	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Streptococcal septicaemia, unspecified"	"A40.9"	"Census Region 2: Midwest"	"CENS-R2"	15	26808650	Unreliable	0.03	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Streptococcal septicaemia, unspecified"	"A40.9"	"Census Region 3: South"	"CENS-R3"	15	35461598	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Streptococcal septicaemia, unspecified"	"A40.9"	"Census Region 4: West"	"CENS-R4"	18	19588578	Unreliable	0.05	0.15	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	"Census Region 1: Northeast"	"CENS-R1"	53	19841186	0.27	0.20	0.35	0.16	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	"Census Region 2: Midwest"	"CENS-R2"	82	26808650	0.31	0.24	0.38	0.21	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	"Census Region 3: South"	"CENS-R3"	109	35461598	0.31	0.25	0.37	0.21	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	"Census Region 4: West"	"CENS-R4"	44	19588578	0.22	0.16	0.30	0.17	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	"Census Region 1: Northeast"	"CENS-R1"	33	19841186	0.17	0.11	0.23	0.09	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	"Census Region 2: Midwest"	"CENS-R2"	33	26808650	0.12	0.08	0.17	0.08	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	"Census Region 3: South"	"CENS-R3"	61	35461598	0.17	0.13	0.22	0.11	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	"Census Region 4: West"	"CENS-R4"	30	19588578	0.15	0.10	0.22	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to anaerobes"	"A41.4"	"Census Region 1: Northeast"	"CENS-R1"	16	19841186	Unreliable	0.05	0.13	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to anaerobes"	"A41.4"	"Census Region 2: Midwest"	"CENS-R2"	14	26808650	Unreliable	0.03	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to anaerobes"	"A41.4"	"Census Region 3: South"	"CENS-R3"	15	35461598	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to anaerobes"	"A41.4"	"Census Region 4: West"	"CENS-R4"	11	19588578	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Census Region 1: Northeast"	"CENS-R1"	105	19841186	0.53	0.43	0.63	0.30	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Census Region 2: Midwest"	"CENS-R2"	106	26808650	0.40	0.32	0.47	0.27	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Census Region 3: South"	"CENS-R3"	141	35461598	0.40	0.33	0.46	0.26	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Census Region 4: West"	"CENS-R4"	60	19588578	0.31	0.23	0.39	0.22	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other specified septicaemia"	"A41.8"	"Census Region 3: South"	"CENS-R3"	12	35461598	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia, unspecified"	"A41.9"	"Census Region 1: Northeast"	"CENS-R1"	3401	19841186	17.14	16.57	17.72	10.25	0.08%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia, unspecified"	"A41.9"	"Census Region 2: Midwest"	"CENS-R2"	3126	26808650	11.66	11.25	12.07	8.02	0.08%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia, unspecified"	"A41.9"	"Census Region 3: South"	"CENS-R3"	5478	35461598	15.45	15.04	15.86	10.69	0.14%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Septicaemia, unspecified"	"A41.9"	"Census Region 4: West"	"CENS-R4"	1223	19588578	6.24	5.89	6.59	4.30	0.03%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Legionnaires' disease"	"A48.1"	"Census Region 3: South"	"CENS-R3"	12	35461598	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Staphylococcal infection, unspecified"	"A49.0"	"Census Region 1: Northeast"	"CENS-R1"	31	19841186	0.16	0.11	0.22	0.09	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Staphylococcal infection, unspecified"	"A49.0"	"Census Region 2: Midwest"	"CENS-R2"	34	26808650	0.13	0.09	0.18	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Staphylococcal infection, unspecified"	"A49.0"	"Census Region 3: South"	"CENS-R3"	56	35461598	0.16	0.12	0.21	0.10	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Staphylococcal infection, unspecified"	"A49.0"	"Census Region 4: West"	"CENS-R4"	21	19588578	0.11	0.07	0.16	0.08	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Streptococcal infection, unspecified"	"A49.1"	"Census Region 3: South"	"CENS-R3"	13	35461598	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Streptococcal infection, unspecified"	"A49.1"	"Census Region 4: West"	"CENS-R4"	11	19588578	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other bacterial infections of unspecified site"	"A49.8"	"Census Region 1: Northeast"	"CENS-R1"	13	19841186	Unreliable	0.03	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other bacterial infections of unspecified site"	"A49.8"	"Census Region 3: South"	"CENS-R3"	15	35461598	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Bacterial infection, unspecified"	"A49.9"	"Census Region 1: Northeast"	"CENS-R1"	55	19841186	0.28	0.21	0.36	0.17	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Bacterial infection, unspecified"	"A49.9"	"Census Region 2: Midwest"	"CENS-R2"	46	26808650	0.17	0.13	0.23	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Bacterial infection, unspecified"	"A49.9"	"Census Region 3: South"	"CENS-R3"	66	35461598	0.19	0.14	0.24	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Bacterial infection, unspecified"	"A49.9"	"Census Region 4: West"	"CENS-R4"	24	19588578	0.12	0.08	0.18	0.09	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Census Region 1: Northeast"	"CENS-R1"	23	19841186	0.12	0.07	0.17	0.09	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Census Region 2: Midwest"	"CENS-R2"	42	26808650	0.16	0.11	0.21	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Census Region 3: South"	"CENS-R3"	48	35461598	0.14	0.10	0.18	0.09	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Census Region 4: West"	"CENS-R4"	26	19588578	0.13	0.09	0.19	0.10	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified viral encephalitis"	"A86"	"Census Region 2: Midwest"	"CENS-R2"	10	26808650	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified viral encephalitis"	"A86"	"Census Region 3: South"	"CENS-R3"	12	35461598	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Herpesviral encephalitis"	"B00.4"	"Census Region 1: Northeast"	"CENS-R1"	10	19841186	Unreliable	0.02	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Herpesviral encephalitis"	"B00.4"	"Census Region 2: Midwest"	"CENS-R2"	11	26808650	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Herpesviral encephalitis"	"B00.4"	"Census Region 3: South"	"CENS-R3"	23	35461598	0.06	0.04	0.10	0.04	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Zoster without complication"	"B02.9"	"Census Region 2: Midwest"	"CENS-R2"	16	26808650	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Zoster without complication"	"B02.9"	"Census Region 3: South"	"CENS-R3"	16	35461598	Unreliable	0.03	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Census Region 1: Northeast"	"CENS-R1"	10	19841186	Unreliable	0.02	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Census Region 2: Midwest"	"CENS-R2"	12	26808650	Unreliable	0.02	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Census Region 3: South"	"CENS-R3"	32	35461598	0.09	0.06	0.13	0.06	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Census Region 4: West"	"CENS-R4"	11	19588578	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Chronic viral hepatitis B without delta-agent"	"B18.1"	"Census Region 4: West"	"CENS-R4"	10	19588578	Unreliable	0.02	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Chronic viral hepatitis C"	"B18.2"	"Census Region 1: Northeast"	"CENS-R1"	192	19841186	0.97	0.83	1.10	0.72	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Chronic viral hepatitis C"	"B18.2"	"Census Region 2: Midwest"	"CENS-R2"	231	26808650	0.86	0.75	0.97	0.70	0.01%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Chronic viral hepatitis C"	"B18.2"	"Census Region 3: South"	"CENS-R3"	593	35461598	1.67	1.54	1.81	1.32	0.01%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Chronic viral hepatitis C"	"B18.2"	"Census Region 4: West"	"CENS-R4"	497	19588578	2.54	2.31	2.76	1.90	0.01%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified viral hepatitis without hepatic coma"	"B19.9"	"Census Region 3: South"	"CENS-R3"	12	35461598	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in other bacterial infections"	"B20.1"	"Census Region 3: South"	"CENS-R3"	24	35461598	0.07	0.04	0.10	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in other viral infections"	"B20.3"	"Census Region 1: Northeast"	"CENS-R1"	12	19841186	Unreliable	0.03	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in other viral infections"	"B20.3"	"Census Region 3: South"	"CENS-R3"	14	35461598	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in other viral infections"	"B20.3"	"Census Region 4: West"	"CENS-R4"	12	19588578	Unreliable	0.03	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in multiple infections"	"B20.7"	"Census Region 3: South"	"CENS-R3"	18	35461598	Unreliable	0.03	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	"Census Region 3: South"	"CENS-R3"	15	35461598	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"Census Region 1: Northeast"	"CENS-R1"	11	19841186	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"Census Region 3: South"	"CENS-R3"	14	35461598	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"Census Region 4: West"	"CENS-R4"	10	19588578	Unreliable	0.02	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in other specified conditions"	"B23.8"	"Census Region 1: Northeast"	"CENS-R1"	17	19841186	Unreliable	0.05	0.14	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in other specified conditions"	"B23.8"	"Census Region 3: South"	"CENS-R3"	32	35461598	0.09	0.06	0.13	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"HIV disease resulting in other specified conditions"	"B23.8"	"Census Region 4: West"	"CENS-R4"	12	19588578	Unreliable	0.03	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Census Region 1: Northeast"	"CENS-R1"	26	19841186	0.13	0.09	0.19	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Census Region 3: South"	"CENS-R3"	64	35461598	0.18	0.14	0.23	0.17	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Census Region 4: West"	"CENS-R4"	12	19588578	Unreliable	0.03	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Viral infection, unspecified"	"B34.9"	"Census Region 1: Northeast"	"CENS-R1"	16	19841186	Unreliable	0.05	0.13	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Viral infection, unspecified"	"B34.9"	"Census Region 2: Midwest"	"CENS-R2"	17	26808650	Unreliable	0.04	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Viral infection, unspecified"	"B34.9"	"Census Region 3: South"	"CENS-R3"	29	35461598	0.08	0.05	0.12	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Viral infection, unspecified"	"B34.9"	"Census Region 4: West"	"CENS-R4"	21	19588578	0.11	0.07	0.16	0.08	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Candidal septicaemia"	"B37.7"	"Census Region 3: South"	"CENS-R3"	31	35461598	0.09	0.06	0.12	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Candidal septicaemia"	"B37.7"	"Census Region 4: West"	"CENS-R4"	10	19588578	Unreliable	0.02	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other pulmonary aspergillosis"	"B44.1"	"Census Region 3: South"	"CENS-R3"	12	35461598	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified mycosis"	"B49"	"Census Region 1: Northeast"	"CENS-R1"	22	19841186	0.11	0.07	0.17	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified mycosis"	"B49"	"Census Region 2: Midwest"	"CENS-R2"	20	26808650	0.07	0.05	0.12	0.04	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified mycosis"	"B49"	"Census Region 3: South"	"CENS-R3"	48	35461598	0.14	0.10	0.18	0.11	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Unspecified mycosis"	"B49"	"Census Region 4: West"	"CENS-R4"	23	19588578	0.12	0.07	0.18	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Pneumocystosis"	"B59"	"Census Region 2: Midwest"	"CENS-R2"	10	26808650	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Sequelae of poliomyelitis"	"B91"	"Census Region 1: Northeast"	"CENS-R1"	14	19841186	Unreliable	0.04	0.12	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Sequelae of poliomyelitis"	"B91"	"Census Region 2: Midwest"	"CENS-R2"	41	26808650	0.15	0.11	0.21	0.11	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Sequelae of poliomyelitis"	"B91"	"Census Region 3: South"	"CENS-R3"	44	35461598	0.12	0.09	0.17	0.08	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Sequelae of poliomyelitis"	"B91"	"Census Region 4: West"	"CENS-R4"	46	19588578	0.23	0.17	0.31	0.16	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Sequelae of viral hepatitis"	"B94.2"	"Census Region 3: South"	"CENS-R3"	20	35461598	0.06	0.03	0.09	0.06	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Census Region 1: Northeast"	"CENS-R1"	59	19841186	0.30	0.23	0.38	0.19	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Census Region 2: Midwest"	"CENS-R2"	79	26808650	0.29	0.23	0.37	0.20	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Census Region 3: South"	"CENS-R3"	117	35461598	0.33	0.27	0.39	0.23	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Census Region 4: West"	"CENS-R4"	50	19588578	0.26	0.19	0.34	0.17	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified infectious diseases"	"B99"	"Census Region 1: Northeast"	"CENS-R1"	32	19841186	0.16	0.11	0.23	0.08	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified infectious diseases"	"B99"	"Census Region 2: Midwest"	"CENS-R2"	37	26808650	0.14	0.10	0.19	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified infectious diseases"	"B99"	"Census Region 3: South"	"CENS-R3"	38	35461598	0.11	0.08	0.15	0.07	0.00%
