"Notes"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	"Census Region"	"Census Region Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	% of Total Deaths
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Tuberculosis of lung, without mention of bacteriological or histological confirmation"	"A16.2"	"Census Region 1: Northeast"	"CENS-R1"	11	18785555	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Tuberculosis of lung, without mention of bacteriological or histological confirmation"	"A16.2"	"Census Region 3: South"	"CENS-R3"	30	34152210	0.09	0.06	0.13	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"	"A16.9"	"Census Region 1: Northeast"	"CENS-R1"	11	18785555	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"	"A16.9"	"Census Region 3: South"	"CENS-R3"	20	34152210	0.06	0.04	0.09	0.05	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 2: Midwest"	"CENS-R2"	18	25921335	Unreliable	0.04	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 3: South"	"CENS-R3"	56	34152210	0.16	0.12	0.21	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 4: West"	"CENS-R4"	13	19433967	Unreliable	0.04	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Mycobacterial infection, unspecified"	"A31.9"	"Census Region 3: South"	"CENS-R3"	10	34152210	Unreliable	0.01	0.05	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to streptococcus, group D"	"A40.2"	"Census Region 1: Northeast"	"CENS-R1"	12	18785555	Unreliable	0.03	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to streptococcus, group D"	"A40.2"	"Census Region 2: Midwest"	"CENS-R2"	10	25921335	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to streptococcus, group D"	"A40.2"	"Census Region 3: South"	"CENS-R3"	15	34152210	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	"Census Region 3: South"	"CENS-R3"	16	34152210	Unreliable	0.03	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	"Census Region 4: West"	"CENS-R4"	10	19433967	Unreliable	0.02	0.09	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Streptococcal septicaemia, unspecified"	"A40.9"	"Census Region 2: Midwest"	"CENS-R2"	10	25921335	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Streptococcal septicaemia, unspecified"	"A40.9"	"Census Region 3: South"	"CENS-R3"	12	34152210	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Streptococcal septicaemia, unspecified"	"A40.9"	"Census Region 4: West"	"CENS-R4"	11	19433967	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	"Census Region 1: Northeast"	"CENS-R1"	62	18785555	0.33	0.25	0.42	0.28	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	"Census Region 2: Midwest"	"CENS-R2"	72	25921335	0.28	0.22	0.35	0.27	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	"Census Region 3: South"	"CENS-R3"	154	34152210	0.45	0.38	0.52	0.41	0.01%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	"Census Region 4: West"	"CENS-R4"	67	19433967	0.34	0.27	0.44	0.32	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	"Census Region 1: Northeast"	"CENS-R1"	28	18785555	0.15	0.10	0.22	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	"Census Region 2: Midwest"	"CENS-R2"	36	25921335	0.14	0.10	0.19	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	"Census Region 3: South"	"CENS-R3"	54	34152210	0.16	0.12	0.21	0.14	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	"Census Region 4: West"	"CENS-R4"	32	19433967	0.16	0.11	0.23	0.16	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to anaerobes"	"A41.4"	"Census Region 1: Northeast"	"CENS-R1"	11	18785555	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Census Region 1: Northeast"	"CENS-R1"	101	18785555	0.54	0.43	0.64	0.46	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Census Region 2: Midwest"	"CENS-R2"	88	25921335	0.34	0.27	0.42	0.33	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Census Region 3: South"	"CENS-R3"	129	34152210	0.38	0.31	0.44	0.34	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Census Region 4: West"	"CENS-R4"	60	19433967	0.31	0.24	0.40	0.29	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Other specified septicaemia"	"A41.8"	"Census Region 3: South"	"CENS-R3"	10	34152210	Unreliable	0.01	0.05	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia, unspecified"	"A41.9"	"Census Region 1: Northeast"	"CENS-R1"	2772	18785555	14.76	14.21	15.31	12.81	0.09%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia, unspecified"	"A41.9"	"Census Region 2: Midwest"	"CENS-R2"	2654	25921335	10.24	9.85	10.63	9.78	0.09%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia, unspecified"	"A41.9"	"Census Region 3: South"	"CENS-R3"	4538	34152210	13.29	12.90	13.67	12.08	0.16%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Septicaemia, unspecified"	"A41.9"	"Census Region 4: West"	"CENS-R4"	1096	19433967	5.64	5.31	5.97	5.06	0.04%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Legionnaires' disease"	"A48.1"	"Census Region 1: Northeast"	"CENS-R1"	23	18785555	0.12	0.08	0.18	0.10	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Legionnaires' disease"	"A48.1"	"Census Region 2: Midwest"	"CENS-R2"	15	25921335	Unreliable	0.03	0.10	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Legionnaires' disease"	"A48.1"	"Census Region 3: South"	"CENS-R3"	14	34152210	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Staphylococcal infection, unspecified"	"A49.0"	"Census Region 1: Northeast"	"CENS-R1"	39	18785555	0.21	0.15	0.28	0.18	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Staphylococcal infection, unspecified"	"A49.0"	"Census Region 2: Midwest"	"CENS-R2"	54	25921335	0.21	0.16	0.27	0.20	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Staphylococcal infection, unspecified"	"A49.0"	"Census Region 3: South"	"CENS-R3"	55	34152210	0.16	0.12	0.21	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Staphylococcal infection, unspecified"	"A49.0"	"Census Region 4: West"	"CENS-R4"	46	19433967	0.24	0.17	0.32	0.21	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Streptococcal infection, unspecified"	"A49.1"	"Census Region 2: Midwest"	"CENS-R2"	11	25921335	Unreliable	0.02	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Streptococcal infection, unspecified"	"A49.1"	"Census Region 3: South"	"CENS-R3"	16	34152210	Unreliable	0.03	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Other bacterial infections of unspecified site"	"A49.8"	"Census Region 2: Midwest"	"CENS-R2"	10	25921335	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Other bacterial infections of unspecified site"	"A49.8"	"Census Region 3: South"	"CENS-R3"	18	34152210	Unreliable	0.03	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Other bacterial infections of unspecified site"	"A49.8"	"Census Region 4: West"	"CENS-R4"	12	19433967	Unreliable	0.03	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Bacterial infection, unspecified"	"A49.9"	"Census Region 1: Northeast"	"CENS-R1"	52	18785555	0.28	0.21	0.36	0.24	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Bacterial infection, unspecified"	"A49.9"	"Census Region 2: Midwest"	"CENS-R2"	52	25921335	0.20	0.15	0.26	0.22	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Bacterial infection, unspecified"	"A49.9"	"Census Region 3: South"	"CENS-R3"	78	34152210	0.23	0.18	0.29	0.21	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Bacterial infection, unspecified"	"A49.9"	"Census Region 4: West"	"CENS-R4"	25	19433967	0.13	0.08	0.19	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Census Region 1: Northeast"	"CENS-R1"	29	18785555	0.15	0.10	0.22	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Census Region 2: Midwest"	"CENS-R2"	33	25921335	0.13	0.09	0.18	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Census Region 3: South"	"CENS-R3"	50	34152210	0.15	0.11	0.19	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Census Region 4: West"	"CENS-R4"	26	19433967	0.13	0.09	0.20	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Unspecified viral encephalitis"	"A86"	"Census Region 3: South"	"CENS-R3"	18	34152210	Unreliable	0.03	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Unspecified viral encephalitis"	"A86"	"Census Region 4: West"	"CENS-R4"	13	19433967	Unreliable	0.04	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"West Nile fever"	"A92.3"	"Census Region 3: South"	"CENS-R3"	10	34152210	Unreliable	0.01	0.05	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Herpesviral encephalitis"	"B00.4"	"Census Region 2: Midwest"	"CENS-R2"	10	25921335	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Herpesviral encephalitis"	"B00.4"	"Census Region 3: South"	"CENS-R3"	11	34152210	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Herpesviral encephalitis"	"B00.4"	"Census Region 4: West"	"CENS-R4"	15	19433967	Unreliable	0.04	0.13	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Zoster without complication"	"B02.9"	"Census Region 3: South"	"CENS-R3"	10	34152210	Unreliable	0.01	0.05	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Census Region 1: Northeast"	"CENS-R1"	28	18785555	0.15	0.10	0.22	0.10	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Census Region 2: Midwest"	"CENS-R2"	37	25921335	0.14	0.10	0.20	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Census Region 3: South"	"CENS-R3"	69	34152210	0.20	0.16	0.26	0.17	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Census Region 4: West"	"CENS-R4"	30	19433967	0.15	0.10	0.22	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Chronic viral hepatitis B without delta-agent"	"B18.1"	"Census Region 3: South"	"CENS-R3"	25	34152210	0.07	0.05	0.11	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Chronic viral hepatitis B without delta-agent"	"B18.1"	"Census Region 4: West"	"CENS-R4"	14	19433967	Unreliable	0.04	0.12	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Chronic viral hepatitis C"	"B18.2"	"Census Region 1: Northeast"	"CENS-R1"	441	18785555	2.35	2.13	2.57	1.78	0.02%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Chronic viral hepatitis C"	"B18.2"	"Census Region 2: Midwest"	"CENS-R2"	496	25921335	1.91	1.75	2.08	1.55	0.02%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Chronic viral hepatitis C"	"B18.2"	"Census Region 3: South"	"CENS-R3"	1234	34152210	3.61	3.41	3.81	2.88	0.04%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Chronic viral hepatitis C"	"B18.2"	"Census Region 4: West"	"CENS-R4"	993	19433967	5.11	4.79	5.43	3.88	0.03%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other bacterial infections"	"B20.1"	"Census Region 1: Northeast"	"CENS-R1"	21	18785555	0.11	0.07	0.17	0.10	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other bacterial infections"	"B20.1"	"Census Region 2: Midwest"	"CENS-R2"	19	25921335	Unreliable	0.04	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other bacterial infections"	"B20.1"	"Census Region 3: South"	"CENS-R3"	60	34152210	0.18	0.13	0.23	0.16	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other bacterial infections"	"B20.1"	"Census Region 4: West"	"CENS-R4"	27	19433967	0.14	0.09	0.20	0.11	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other viral infections"	"B20.3"	"Census Region 1: Northeast"	"CENS-R1"	28	18785555	0.15	0.10	0.22	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other viral infections"	"B20.3"	"Census Region 2: Midwest"	"CENS-R2"	20	25921335	0.08	0.05	0.12	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other viral infections"	"B20.3"	"Census Region 3: South"	"CENS-R3"	59	34152210	0.17	0.13	0.22	0.16	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other viral infections"	"B20.3"	"Census Region 4: West"	"CENS-R4"	44	19433967	0.23	0.16	0.30	0.20	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other mycoses"	"B20.5"	"Census Region 3: South"	"CENS-R3"	14	34152210	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	"Census Region 1: Northeast"	"CENS-R1"	12	18785555	Unreliable	0.03	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	"Census Region 3: South"	"CENS-R3"	24	34152210	0.07	0.05	0.10	0.07	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	"Census Region 4: West"	"CENS-R4"	21	19433967	0.11	0.07	0.17	0.10	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in multiple infections"	"B20.7"	"Census Region 1: Northeast"	"CENS-R1"	30	18785555	0.16	0.11	0.23	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in multiple infections"	"B20.7"	"Census Region 2: Midwest"	"CENS-R2"	36	25921335	0.14	0.10	0.19	0.13	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in multiple infections"	"B20.7"	"Census Region 3: South"	"CENS-R3"	70	34152210	0.20	0.16	0.26	0.20	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in multiple infections"	"B20.7"	"Census Region 4: West"	"CENS-R4"	65	19433967	0.33	0.26	0.43	0.32	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	"Census Region 1: Northeast"	"CENS-R1"	34	18785555	0.18	0.13	0.25	0.18	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	"Census Region 2: Midwest"	"CENS-R2"	29	25921335	0.11	0.07	0.16	0.10	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	"Census Region 3: South"	"CENS-R3"	78	34152210	0.23	0.18	0.29	0.22	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	"Census Region 4: West"	"CENS-R4"	50	19433967	0.26	0.19	0.34	0.21	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other types of non-Hodgkin's lymphoma"	"B21.2"	"Census Region 1: Northeast"	"CENS-R1"	14	18785555	Unreliable	0.04	0.13	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other types of non-Hodgkin's lymphoma"	"B21.2"	"Census Region 2: Midwest"	"CENS-R2"	19	25921335	Unreliable	0.04	0.11	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other types of non-Hodgkin's lymphoma"	"B21.2"	"Census Region 3: South"	"CENS-R3"	39	34152210	0.11	0.08	0.16	0.11	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other types of non-Hodgkin's lymphoma"	"B21.2"	"Census Region 4: West"	"CENS-R4"	23	19433967	0.12	0.08	0.18	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	"Census Region 1: Northeast"	"CENS-R1"	13	18785555	Unreliable	0.04	0.12	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	"Census Region 2: Midwest"	"CENS-R2"	11	25921335	Unreliable	0.02	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	"Census Region 3: South"	"CENS-R3"	37	34152210	0.11	0.08	0.15	0.10	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	"Census Region 4: West"	"CENS-R4"	17	19433967	Unreliable	0.05	0.14	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in encephalopathy"	"B22.0"	"Census Region 3: South"	"CENS-R3"	16	34152210	Unreliable	0.03	0.08	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in wasting syndrome"	"B22.2"	"Census Region 3: South"	"CENS-R3"	12	34152210	Unreliable	0.02	0.06	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"Census Region 1: Northeast"	"CENS-R1"	35	18785555	0.19	0.13	0.26	0.17	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"Census Region 2: Midwest"	"CENS-R2"	33	25921335	0.13	0.09	0.18	0.12	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"Census Region 3: South"	"CENS-R3"	91	34152210	0.27	0.21	0.33	0.25	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"Census Region 4: West"	"CENS-R4"	71	19433967	0.37	0.29	0.46	0.34	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	"Census Region 3: South"	"CENS-R3"	13	34152210	Unreliable	0.02	0.07	Unreliable	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other specified conditions"	"B23.8"	"Census Region 1: Northeast"	"CENS-R1"	39	18785555	0.21	0.15	0.28	0.16	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other specified conditions"	"B23.8"	"Census Region 2: Midwest"	"CENS-R2"	59	25921335	0.23	0.17	0.29	0.21	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other specified conditions"	"B23.8"	"Census Region 3: South"	"CENS-R3"	140	34152210	0.41	0.34	0.48	0.34	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"HIV disease resulting in other specified conditions"	"B23.8"	"Census Region 4: West"	"CENS-R4"	80	19433967	0.41	0.33	0.51	0.36	0.00%
	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Census Region 1: Northeast"	"CENS-R1"	69	18785555	0.37	0.29	0.46	0.30	0.00%
